VenueEventID	VenueID	Name	StartDate	TimeStart	TimeEnd	Artists	Info	TicketLink	Active	Price	PriceText	FullInfo	url	Name	Town	County	Country
153	96	Afisha Picnic	2013-07-13 00:00:00.000					http://concert.ru/Actions.aspx?bookmark=byDate&Artist=7%2bjq7ejqIOD06Pjo&CityID=0	1	0			http://www.ceelogreen.com/shows,view_153.htm	Afisha Picnic	Moscow		Russia
154	97	Sudoeste Festival	2013-08-10 00:00:00.000					http://ticketline.sapo.pt/evento/6174	1	0			http://www.ceelogreen.com/shows,view_154.htm	Sudoeste Festival	Zambujeira do Mar		Portugal
155	98	Washington State Fair	2013-09-12 00:00:00.000					http://tickets.thefair.com/ordertickets.asp?p=299	1	0			http://www.ceelogreen.com/shows,view_155.htm	Northwest Concert Center	Puyallup		USA
156	99	Goodie Mob Tour	2013-08-24 00:00:00.000					http://www.ticketfly.com/purchase/event/306661?utm_medium=bks	1	0			http://www.ceelogreen.com/shows,view_156.htm	9:30 Club			
157	100	Goodie Mob Tour	2013-08-28 00:00:00.000					http://www.ticketmaster.com/event/09004ACDD5BAA6D5	1	0			http://www.ceelogreen.com/shows,view_157.htm	House of Blues			USA
158	101	Goodie Mob Tour	2013-08-31 00:00:00.000					http://parkcitylive.net/show.cfm?id=108120&cart	0	0			http://www.ceelogreen.com/shows,view_158.htm	Park City Live			
159	102	Goodie Mob Tour	2013-09-01 00:00:00.000					http://www.axs.com/events/242797/goodie-mob-ceelo-green-big-gipp-khujo-t-mo-tickets?skin=ogden	0	0			http://www.ceelogreen.com/shows,view_159.htm	Ogden Theatre			
160	103	Goodie Mob Tour	2013-09-03 00:00:00.000					http://www.ticketmaster.com/event/04004AD3B4E4622A	0	0			http://www.ceelogreen.com/shows,view_160.htm	House of Blues			
161	104	Goodie Mob Tour	2013-09-05 00:00:00.000					http://www.ticketmaster.com/event/0E004AD6E5CC82E7	0	0			http://www.ceelogreen.com/shows,view_161.htm	The Fillmore Charlotte			
162	105	Goodie Mob Tour	2013-09-06 00:00:00.000					http://www.ticketweb.com/t3/sale/SaleEventDetail?dispatch=loadSelectionData&eventId=3673874	0	0			http://www.ceelogreen.com/shows,view_162.htm	Firestone			
163	106	Goodie Mob Tour	2013-09-07 00:00:00.000					http://www.ticketmaster.com/event/0D004AD7AD144FD5	0	0			http://www.ceelogreen.com/shows,view_163.htm	The State Theatre			
164	107	Goodie Mob Tour	2013-09-08 00:00:00.000					http://www.ticketfly.com/event/304847	0	0			http://www.ceelogreen.com/shows,view_164.htm	Grand Central			
165	108	Goodie Mob Tour	2013-09-14 00:00:00.000					http://onemusicfest.com/artists/goodie-mob/	1	0			http://www.ceelogreen.com/shows,view_165.htm	ONE MusicFest			
166	109	Goodie Mob Tour	2013-08-29 00:00:00.000					http://www.ticketmaster.com/event/1C004AD2C133841A	1	0			http://www.ceelogreen.com/shows,view_166.htm	The Fillmore			
167	110	CeeLo Green Live	2014-02-15 00:00:00.000					http://purchase.tickets.com/buy/TicketPurchase?organ_val=1450	1	0			http://www.ceelogreen.com/shows,view_167.htm	Fantasy Springs Resort Casino	Indio		
169	111	w/ Lionel Richie	2014-05-30 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_169.htm	Key Arena	Seattle, WA		USA
170	112	w/ Lionel Richie	2014-06-01 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_170.htm	Concord Pavilion	Concord, CA		USA
173	114	w/ Lionel Richie	2014-06-07 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_173.htm	Sleep Train Amphitheatre	San Diego, CA		USA
172	115	w/ Lionel Richie	2014-06-06 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_172.htm	Mandalay Bay Events Center	Las Vegas, NV		USA
174	116	w/ Lionel Richie	2014-06-08 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_174.htm	Ak-Chin Pavilion	Phoenix, AZ		USA
175	117	w/ Lionel Richie	2014-06-10 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_175.htm	USANA Amphitheatre	Salt Lake City, UT		USA
176	118	w/ Lionel Richie	2014-06-11 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_176.htm	Red Rocks Amphitheatre	Denver, CO		USA
177	120	w/ Lionel Richie	2014-06-15 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_177.htm	First Midwest Bank Amphitheatre	Chicago, IL		USA
178	121	w/ Lionel Richie	2014-06-17 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_178.htm	KFC Yum! Center	Louisville, KY		USA
179	122	w/ Lionel Richie	2014-06-18 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_179.htm	FedEx Forum	Memphis, TN		USA
180	123	w/ Lionel Richie	2014-06-20 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_180.htm	DTE Energy Music Theatre	Detroit, MI		USA
182	125	w/ Lionel Richie	2014-06-22 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_182.htm	Riverbend Music Center	Cincinnati, OH		USA
183	126	w/ Lionel Richie	2014-06-24 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_183.htm	Xfinity Center	Boston, MA		USA
184	127	w/ Lionel Richie	2014-06-25 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_184.htm	Nikon at Jones Beach Theater	Wantagh, NY		USA
185	128	w/ Lionel Richie	2014-06-27 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_185.htm	PNC Bank Arts Center	Holmdel, NJ		USA
188	130	w/ Lionel Richie	2014-07-10 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_188.htm	Austin 360 Amphitheater	Austin, TX		USA
189	131	w/ Lionel Richie	2014-07-11 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_189.htm	Gexa Energy Pavilion	Dallas, TX		USA
190	132	w/ Lionel Richie	2014-07-12 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_190.htm	Cynthia Woods Mitchell Pavilion	Houston, TX		USA
191	133	w/ Lionel Richie	2014-07-14 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_191.htm	MidFlorida Credit Union Ampitheatre	Tampa, FL		USA
192	134	w/ Lionel Richie	2014-07-15 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_192.htm	Cruzan Amphitheatre	West Palm Beach, FL		USA
193	135	w/ Lionel Richie	2014-07-17 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_193.htm	PNC Music Pavilion	Charlotte, NC		USA
194	136	w/ Lionel Richie	2014-07-19 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_194.htm	Walnut Creek Amphitheatre	Raleigh, NC		USA
195	138	w/ Lionel Richie	2014-07-23 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_195.htm	Susquehanna Bank Center	Camden, NJ		USA
196	139	w/ Lionel Richie	2014-07-25 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_196.htm	Saratoga Performing Arts Center	Saratoga Springs, NY		USA
199	141	w/ Lionel Richie	2014-07-30 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_199.htm	Molson Canadian Amphitheatre	Toronto, ON		Canada
200	142	w/ Lionel Richie	2014-07-31 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_200.htm	Budweiser Gardens	London, ON		Canada
202	144	CeeLo Green	2014-05-09 00:00:00.000					http://www.ticketmaster.com/event/17004C4EDDC3E986	1	0			http://www.ceelogreen.com/shows,view_202.htm	Silver Legacy Resort	Reno, NV		USA
